soc6,title,ilo_exposure_mean,observed_exposure,ilo_pct,anthropic_pct,exposure_gap,abs_exposure_gap,HumanMoat_seed_equal_weight,"Employment change, percent, 2025–35","Median annual wage, dollars, 2025"
47-4061,Rail-Track Laying and Maintenance Equipment Operators,0.093,0.0,0.2976190476190476,27.24867724867725,26.951058201058203,26.951058201058203,65.63080863519941,1.5,70070.0
47-4051,Highway Maintenance Workers,0.093,0.0,0.2976190476190476,27.24867724867725,26.951058201058203,26.951058201058203,59.56641053787048,3.4,50260.0
43-4151,Order Clerks,0.627875,0.0748,98.98809523809524,72.15608465608466,-26.832010582010582,26.832010582010582,38.27478960848884,-17.5,46170.0
21-1023,Mental Health and Substance Abuse Social Workers,0.2831818181818182,0.0,53.80952380952381,27.24867724867725,-26.56084656084656,26.56084656084656,54.47530186608124,10.3,60280.0
21-1092,Probation Officers and Correctional Treatment Specialists,0.2831818181818182,0.0,53.80952380952381,27.24867724867725,-26.56084656084656,26.56084656084656,65.99451152579583,3.0,66270.0
21-1015,Rehabilitation Counselors,0.2831818181818182,0.0,53.80952380952381,27.24867724867725,-26.56084656084656,26.56084656084656,47.9732894255397,2.2,46850.0
21-1013,Marriage and Family Therapists,0.2831818181818182,0.0,53.80952380952381,27.24867724867725,-26.56084656084656,26.56084656084656,56.46798390047567,13.5,66940.0
39-9011,Childcare Workers | Nannies,0.1905,0.0122,29.28571428571429,55.82010582010582,26.534391534391535,26.534391534391535,49.2080131723381,-2.0,34980.0
47-4031,Fence Erectors,0.0936666666666666,0.0,0.7738095238095238,27.24867724867725,26.474867724867725,26.474867724867725,53.09659714599341,5.6,47980.0
49-9095,Manufactured Building and Mobile Home Installers,0.0936666666666666,0.0,0.7738095238095238,27.24867724867725,26.474867724867725,26.474867724867725,71.11781924624955,5.8,45990.0
47-4041,Hazardous Materials Removal Workers,0.0936666666666666,0.0,0.7738095238095238,27.24867724867725,26.474867724867725,26.474867724867725,55.48261983168679,1.5,49450.0
47-3016,Helpers--Roofers,0.0939166666666666,0.0,1.4285714285714286,27.24867724867725,25.820105820105823,25.820105820105823,48.10245151847787,-0.1,44160.0
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",0.0939166666666666,0.0,1.4285714285714286,27.24867724867725,25.820105820105823,25.820105820105823,54.558360775704365,2.4,42360.0
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",0.0939166666666666,0.0,1.4285714285714286,27.24867724867725,25.820105820105823,25.820105820105823,43.3889498719356,1.5,40470.0
47-3012,Helpers--Carpenters,0.0939166666666666,0.0,1.4285714285714286,27.24867724867725,25.820105820105823,25.820105820105823,56.35236004390779,-1.7,43780.0
47-3013,Helpers--Electricians,0.0939166666666666,0.0,1.4285714285714286,27.24867724867725,25.820105820105823,25.820105820105823,52.265642151481885,0.6,42670.0
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",0.0939166666666666,0.0,1.4285714285714286,27.24867724867725,25.820105820105823,25.820105820105823,43.95060373216246,-11.7,47550.0
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other | Non-Destructive Testing Specialists | Photonics Technicians",0.281490625,0.0,53.035714285714285,27.24867724867725,-25.787037037037035,25.787037037037035,48.99085254299304,2.8,78350.0
35-3031,Waiters and Waitresses,0.2807142857142857,0.0,52.85714285714286,27.24867724867725,-25.60846560846561,25.60846560846561,31.374679839004763,2.0,35230.0
29-9092,Genetic Counselors,0.195,0.0123,30.416666666666664,55.952380952380956,25.535714285714292,25.535714285714292,55.90706183680936,10.4,100040.0
27-2042,Musicians and Singers,0.28034375,0.0,52.67857142857143,27.24867724867725,-25.42989417989418,25.42989417989418,17.926088547383827,0.3,
29-2035,Magnetic Resonance Imaging Technologists,0.22,0.039,37.73809523809524,63.095238095238095,25.357142857142854,25.357142857142854,57.6143432125869,7.7,95480.0
19-5011,Occupational Health and Safety Specialists,0.28025,0.0,52.44047619047619,27.24867724867725,-25.19179894179894,25.19179894179894,57.78741309915844,18.5,90150.0
47-2044,Tile and Stone Setters,0.101875,0.0,2.2023809523809526,27.24867724867725,25.046296296296298,25.046296296296298,36.09330406147091,9.8,55690.0
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",0.101875,0.0,2.2023809523809526,27.24867724867725,25.046296296296298,25.046296296296298,54.05854372484449,9.0,56460.0
47-2043,Floor Sanders and Finishers,0.101875,0.0,2.2023809523809526,27.24867724867725,25.046296296296298,25.046296296296298,60.97182583241859,1.4,50440.0
47-2041,Carpet Installers,0.101875,0.0,2.2023809523809526,27.24867724867725,25.046296296296298,25.046296296296298,65.58690084156605,-16.4,50340.0
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,0.1020833333333333,0.0,2.5,27.24867724867725,24.74867724867725,24.74867724867725,59.94255396999633,7.8,49880.0
29-1122,"Occupational Therapists | Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",0.195,0.008,30.416666666666664,55.026455026455025,24.60978835978836,24.60978835978836,60.30351262349068,14.8,100330.0
29-1213,Dermatologists,0.2790454545454545,0.0,51.8452380952381,27.24867724867725,-24.596560846560852,24.596560846560852,74.1335528723015,6.8,328730.0
29-1241,"Ophthalmologists, Except Pediatric",0.2790454545454545,0.0,51.8452380952381,27.24867724867725,-24.596560846560852,24.596560846560852,88.06147091108672,4.5,300080.0
29-1217,Neurologists,0.2790454545454545,0.0,51.8452380952381,27.24867724867725,-24.596560846560852,24.596560846560852,79.8229052323454,6.4,248560.0
47-2053,Terrazzo Workers and Finishers,0.1035,0.0,2.6785714285714284,27.24867724867725,24.570105820105823,24.570105820105823,35.851445298207096,-13.0,76170.0
47-2051,Cement Masons and Concrete Finishers,0.1035,0.0,2.6785714285714284,27.24867724867725,24.570105820105823,24.570105820105823,53.61178192462496,1.6,57020.0
25-1022,"Mathematical Science Teachers, Postsecondary",0.3694444444444444,0.4305,72.02380952380952,96.56084656084656,24.537037037037038,24.537037037037038,27.79107208196121,1.7,79940.0
53-7061,Cleaners of Vehicles and Equipment,0.1038541666666666,0.0,2.857142857142857,27.24867724867725,24.391534391534393,24.391534391534393,40.82912550311014,3.9,35830.0
25-2057,"Special Education Teachers, Middle School",0.2836363636363636,0.134,55.05952380952381,79.36507936507937,24.305555555555557,24.305555555555557,36.93084522502745,-0.4,66810.0
45-4011,Forest and Conservation Workers,0.10648125,0.0,3.1547619047619047,27.24867724867725,24.093915343915345,24.093915343915345,60.72411269667032,-1.5,43680.0
53-7072,"Pump Operators, Except Wellhead Pumpers",0.2780625,0.0,51.19047619047619,27.24867724867725,-23.94179894179894,23.94179894179894,58.06293450420783,4.3,61770.0
17-3027,Mechanical Engineering Technologists and Technicians | Automotive Engineering Technicians,0.264375,0.0683,47.32142857142857,71.16402116402116,23.842592592592595,23.842592592592595,49.08269301134284,1.3,74510.0
47-5081,Helpers--Extraction Workers,0.1088571428571428,0.0,3.571428571428571,27.24867724867725,23.677248677248677,23.677248677248677,71.51189169410904,1.7,47730.0
41-9022,Real Estate Sales Agents,0.3521428571428571,0.2828,66.42857142857143,90.07936507936508,23.650793650793645,23.650793650793645,52.852542993047926,1.7,52830.0
51-2021,"Coil Winders, Tapers, and Finishers",0.27675,0.0,50.89285714285714,27.24867724867725,-23.64417989417989,23.64417989417989,38.05488474204172,-4.0,48220.0
29-9091,Athletic Trainers,0.2458333333333333,0.0531,43.86904761904762,67.46031746031747,23.59126984126985,23.59126984126985,75.60665934870106,12.7,62520.0
47-2022,Stonemasons,0.1094285714285714,0.0,3.6904761904761907,27.24867724867725,23.55820105820106,23.55820105820106,74.20746432491768,-5.4,57390.0
29-1141,Registered Nurses | Acute Care Nurses | Advanced Practice Psychiatric Nurses | Critical Care Nurses,0.252,0.0595,45.23809523809524,68.78306878306879,23.544973544973544,23.544973544973544,72.08664471276985,5.6,97550.0
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",0.1101785714285714,0.0,3.869047619047619,27.24867724867725,23.37962962962963,23.37962962962963,55.80826930113428,5.3,39630.0
49-9071,"Maintenance and Repair Workers, General",0.1101785714285714,0.0,3.869047619047619,27.24867724867725,23.37962962962963,23.37962962962963,68.23124771313574,4.2,49590.0
17-3031,Surveying and Mapping Technicians,0.2763888888888888,0.0,50.476190476190474,27.24867724867725,-23.227513227513224,23.227513227513224,47.50091474570069,5.8,54240.0
51-2041,Structural Metal Fabricators and Fitters,0.1108333333333333,0.0,4.166666666666666,27.24867724867725,23.082010582010582,23.082010582010582,34.561287961946576,-6.2,51330.0
47-2171,Reinforcing Iron and Rebar Workers,0.1108333333333333,0.0,4.166666666666666,27.24867724867725,23.082010582010582,23.082010582010582,43.50933040614709,-5.3,58970.0
13-2053,Insurance Underwriters,0.5266666666666667,0.0625,92.44047619047619,69.57671957671958,-22.863756613756607,22.863756613756607,53.4774972557629,-3.8,81370.0
19-4071,Forest and Conservation Technicians,0.2115,0.0221,35.476190476190474,58.333333333333336,22.85714285714286,22.85714285714286,72.36663007683865,-2.1,54560.0
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",0.206875,0.0191,34.285714285714285,57.14285714285714,22.857142857142854,22.857142857142854,68.1053787047201,10.9,61010.0
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",0.27625,0.0,50.05952380952381,27.24867724867725,-22.81084656084656,22.81084656084656,80.51225759238932,-1.3,35450.0
53-3054,Taxi Drivers,0.27625,0.0,50.05952380952381,27.24867724867725,-22.81084656084656,22.81084656084656,,11.5,42100.0
53-3033,Light Truck Drivers,0.27625,0.0,50.05952380952381,27.24867724867725,-22.81084656084656,22.81084656084656,50.95938529088913,6.3,44860.0
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,0.2097916666666666,0.0211,35.0,57.804232804232804,22.804232804232804,22.804232804232804,39.50823271130626,-12.5,38180.0
29-1218,Obstetricians and Gynecologists,0.2715,0.0685,48.63095238095238,71.29629629629629,22.66534391534391,22.66534391534391,84.31174533479692,1.7,292910.0
47-2082,Tapers,0.1142857142857143,0.0,4.642857142857143,27.24867724867725,22.605820105820108,22.605820105820108,22.34943285766557,-1.6,68270.0
47-2081,Drywall and Ceiling Tile Installers,0.1142857142857143,0.0,4.642857142857143,27.24867724867725,22.605820105820108,22.605820105820108,64.83132089279181,2.5,58930.0
47-2161,Plasterers and Stucco Masons,0.1142857142857143,0.0,4.642857142857143,27.24867724867725,22.605820105820108,22.605820105820108,41.25100622027076,2.8,57660.0
51-8011,Nuclear Power Reactor Operators,0.2754166666666667,0.0,49.642857142857146,27.24867724867725,-22.394179894179896,22.394179894179896,57.829491401390406,-5.9,122890.0
51-8012,Power Distributors and Dispatchers,0.2754166666666667,0.0,49.642857142857146,27.24867724867725,-22.394179894179896,22.394179894179896,62.77241126966703,1.2,106730.0
37-3011,Landscaping and Groundskeeping Workers,0.1157777777777777,0.0,4.880952380952381,27.24867724867725,22.367724867724867,22.367724867724867,12.237467983900476,4.7,39150.0
41-9021,Real Estate Brokers,0.3521428571428571,0.2609,66.42857142857143,88.75661375661376,22.32804232804233,22.32804232804233,55.29857299670691,0.8,73220.0
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",0.22635,0.0321,38.92857142857143,61.24338624338625,22.314814814814817,22.314814814814817,55.427003293084525,-0.9,46570.0
25-1123,"English Language and Literature Teachers, Postsecondary",0.3694444444444444,0.3618,72.02380952380952,94.31216931216932,22.2883597883598,22.2883597883598,33.792901573362606,0.0,78760.0
49-9099,"Installation, Maintenance, and Repair Workers, All Other | Geothermal Technicians",0.1159642857142857,0.0,5.0,27.24867724867725,22.24867724867725,22.24867724867725,66.81448957189902,2.6,49230.0
25-1032,"Engineering Teachers, Postsecondary",0.3694444444444444,0.3589,72.02380952380952,94.17989417989418,22.15608465608466,22.15608465608466,41.64032199048664,7.8,109270.0
17-3022,Civil Engineering Technologists and Technicians,0.2763888888888888,0.0776,50.476190476190474,72.61904761904762,22.142857142857146,22.142857142857146,43.86022685693377,3.2,64950.0
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand | Recycling and Reclamation Workers",0.1166666666666666,0.0,5.119047619047619,27.24867724867725,22.129629629629633,22.129629629629633,37.81741675814124,1.8,40240.0
53-2011,"Airline Pilots, Copilots, and Flight Engineers",0.2739642857142857,0.0,49.345238095238095,27.24867724867725,-22.096560846560845,22.096560846560845,71.18368093669957,8.3,232140.0
53-2012,Commercial Pilots,0.2739642857142857,0.0,49.345238095238095,27.24867724867725,-22.096560846560845,22.096560846560845,76.07464324917673,5.2,123220.0
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",0.1174498196248195,0.0,5.238095238095238,27.24867724867725,22.010582010582013,22.010582010582013,42.12586900841566,-3.2,36670.0
41-1011,First-Line Supervisors of Retail Sales Workers,0.3603125,0.2627,67.14285714285714,89.15343915343915,22.010582010582013,22.010582010582013,60.27296011708745,-3.7,48520.0
11-1031,Legislators,0.2718124999999999,0.0,49.166666666666664,27.24867724867725,-21.917989417989414,21.917989417989414,,,
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",0.3093035714285714,0.1758,60.83333333333333,82.67195767195767,21.838624338624342,21.838624338624342,32.84266373948043,-10.4,41380.0
45-4021,Fallers,0.1189,0.0,5.416666666666667,27.24867724867725,21.832010582010582,21.832010582010582,51.96743505305526,-9.9,52100.0
45-4023,Log Graders and Scalers,0.1189,0.0,5.416666666666667,27.24867724867725,21.832010582010582,21.832010582010582,59.94548115623856,-2.2,46330.0
33-3021,Detectives and Criminal Investigators | Police Identification and Records Officers | Intelligence Analysts,0.2329166666666665,0.0374,40.833333333333336,62.56613756613757,21.732804232804234,21.732804232804234,56.62446639834126,0.2,93790.0
53-7063,Machine Feeders and Offbearers,0.12,0.0,5.714285714285714,27.24867724867725,21.534391534391535,21.534391534391535,24.54226125137212,-13.1,41220.0
43-9031,Desktop Publishers,0.3820714285714285,0.464,76.36904761904762,97.88359788359789,21.514550264550266,21.514550264550266,23.061836809366994,-14.5,55290.0
29-1223,Psychiatrists,0.2715,0.0,48.63095238095238,27.24867724867725,-21.38227513227513,21.38227513227513,49.30369557263081,7.2,281870.0
29-1211,Anesthesiologists,0.2715,0.0,48.63095238095238,27.24867724867725,-21.38227513227513,21.38227513227513,83.47749725576288,3.6,391490.0
29-1243,Pediatric Surgeons,0.2715,0.0,48.63095238095238,27.24867724867725,-21.38227513227513,21.38227513227513,,2.0,559030.0
29-1242,"Orthopedic Surgeons, Except Pediatric",0.2715,0.0,48.63095238095238,27.24867724867725,-21.38227513227513,21.38227513227513,,4.0,358550.0
45-4022,Logging Equipment Operators,0.12085625,0.0,6.071428571428571,27.24867724867725,21.177248677248677,21.177248677248677,59.74753018660813,-3.8,49740.0
51-6051,"Sewers, Hand",0.12175,0.0,6.190476190476191,27.24867724867725,21.05820105820106,21.05820105820106,17.286498353457738,-12.0,36480.0
51-3023,Slaughterers and Meat Packers,0.1253125,0.0,6.428571428571428,27.24867724867725,20.820105820105823,20.820105820105823,26.236370289059643,2.0,40130.0
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",0.1253125,0.0,6.428571428571428,27.24867724867725,20.820105820105823,20.820105820105823,51.54372484449323,5.7,38300.0
51-3021,Butchers and Meat Cutters,0.1253125,0.0,6.428571428571428,27.24867724867725,20.820105820105823,20.820105820105823,57.3538236370289,2.4,40140.0
51-2031,Engine and Other Machine Assemblers,0.2695,0.0,48.035714285714285,27.24867724867725,-20.787037037037035,20.787037037037035,43.79582875960482,-17.0,53710.0
25-1066,"Psychology Teachers, Postsecondary",0.3694444444444444,0.3219,72.02380952380952,92.72486772486772,20.701058201058203,20.701058201058203,41.26088547383828,4.0,80340.0
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians | Robotics Technicians,0.2673125,0.0,47.85714285714286,27.24867724867725,-20.60846560846561,20.60846560846561,48.63885839736552,2.6,73900.0
23-2093,"Title Examiners, Abstractors, and Searchers",0.39075,0.0216,78.63095238095238,58.06878306878307,-20.56216931216931,20.56216931216931,55.19648737650933,2.1,58650.0
47-2141,"Painters, Construction and Maintenance",0.126,0.0,6.726190476190476,27.24867724867725,20.522486772486772,20.522486772486772,56.225027442371015,3.0,49400.0
47-2142,Paperhangers,0.126,0.0,6.726190476190476,27.24867724867725,20.522486772486772,20.522486772486772,45.03805342114892,4.3,52140.0
33-2021,Fire Inspectors and Investigators,0.2661944444444444,0.0,47.73809523809524,27.24867724867725,-20.48941798941799,20.48941798941799,77.90779363336992,4.2,75920.0
25-2058,"Special Education Teachers, Secondary School",0.2836363636363636,0.0989,55.05952380952381,75.52910052910053,20.46957671957672,20.46957671957672,66.280278082693,-0.2,74260.0
43-4041,"Credit Authorizers, Checkers, and Clerks",0.6395000000000001,0.1296,99.40476190476191,78.96825396825396,-20.43650793650795,20.43650793650795,62.25064032199049,-7.4,50080.0
11-9041,Architectural and Engineering Managers | Biofuels/Biodiesel Technology and Product Development Managers,0.3975,0.0306,81.13095238095238,60.71428571428571,-20.41666666666667,20.41666666666667,57.66776436150749,5.5,171270.0
39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",0.2513194444444444,0.0443,44.94047619047619,65.34391534391534,20.40343915343915,20.40343915343915,62.44456641053788,5.3,48560.0
21-1022,Healthcare Social Workers,0.2831818181818182,0.0916,53.80952380952381,74.20634920634922,20.396825396825406,20.396825396825406,58.29271862422247,8.5,67880.0
51-8031,Water and Wastewater Treatment Plant and System Operators,0.265625,0.0,47.61904761904761,27.24867724867725,-20.370370370370363,20.370370370370363,53.49323088181485,-5.7,60020.0
49-9096,Riggers,0.12625,0.0,6.964285714285714,27.24867724867725,20.284391534391535,20.284391534391535,63.473106476399565,3.9,62640.0
51-4052,"Pourers and Casters, Metal",0.265,0.0,47.5,27.24867724867725,-20.25132275132275,20.25132275132275,26.613977314306624,-5.0,51810.0
13-2031,Budget Analysts,0.51325,0.0672,91.19047619047619,71.03174603174604,-20.15873015873015,20.15873015873015,51.57006952067326,1.9,91640.0
17-3021,Aerospace Engineering and Operations Technologists and Technicians,0.264375,0.0,47.32142857142857,27.24867724867725,-20.07275132275132,20.07275132275132,58.87852177094768,11.9,82890.0
17-2031,Bioengineers and Biomedical Engineers,0.3047222222222222,0.1328,59.10714285714286,79.16666666666666,20.059523809523796,20.059523809523796,28.95389681668496,7.6,109370.0
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",0.1270833333333333,0.0,7.202380952380952,27.24867724867725,20.046296296296298,20.046296296296298,44.40175631174533,2.4,49120.0
47-2031,Carpenters,0.1295,0.0,7.380952380952381,27.24867724867725,19.867724867724867,19.867724867724867,66.3922429564581,3.9,60580.0
25-1011,"Business Teachers, Postsecondary",0.3694444444444444,0.3072,72.02380952380952,91.7989417989418,19.77513227513228,19.77513227513228,34.5492133186974,5.9,99080.0
35-2021,Food Preparation Workers,0.1295833333333333,0.0,7.6190476190476195,27.24867724867725,19.62962962962963,19.62962962962963,26.13940724478595,-3.0,35320.0
35-9021,Dishwashers,0.1295833333333333,0.0,7.6190476190476195,27.24867724867725,19.62962962962963,19.62962962962963,16.911818514452982,-1.0,34810.0
35-3011,Bartenders,0.261,0.0,46.785714285714285,27.24867724867725,-19.537037037037035,19.537037037037035,39.06293450420783,5.0,34340.0
11-3051,Industrial Production Managers | Quality Control Systems Managers | Geothermal Production Managers | Biofuels Production Managers,0.37875,0.0131999999999999,75.59523809523809,56.08465608465608,-19.510582010582006,19.510582010582006,70.89486522746677,2.6,126060.0
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.2389285714285714,0.0333,42.20238095238095,61.70634920634921,19.50396825396826,19.50396825396826,64.9198682766191,-3.3,63890.0
25-1071,"Health Specialties Teachers, Postsecondary",0.3694444444444444,0.3045,72.02380952380952,91.4021164021164,19.378306878306887,19.378306878306887,61.2389315770216,17.9,107310.0
19-2032,Materials Scientists,0.3399999999999999,0.1843,63.69047619047619,83.06878306878306,19.378306878306873,19.378306878306873,26.78594950603732,8.3,117790.0
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",0.1303125,0.0,7.916666666666666,27.24867724867725,19.332010582010582,19.332010582010582,47.08232711306257,-8.9,47920.0
51-4121,"Welders, Cutters, Solderers, and Brazers",0.1303125,0.0,7.916666666666666,27.24867724867725,19.332010582010582,19.332010582010582,29.436882546652026,2.4,53750.0
19-2011,Astronomers,0.3798181818181818,0.3849,75.77380952380952,94.97354497354497,19.199735449735456,19.199735449735456,26.254665203073547,7.8,128820.0
39-1022,First-Line Supervisors of Personal Service Workers,0.2513194444444444,0.0407,44.94047619047619,64.02116402116403,19.080687830687836,19.080687830687836,75.3186974021222,6.3,48590.0
37-2012,Maids and Housekeeping Cleaners,0.1310892857142856,0.0,8.214285714285714,27.24867724867725,19.03439153439154,19.03439153439154,18.04098060739114,0.6,35510.0
43-9041,Insurance Claims and Policy Processing Clerks,0.6395000000000001,0.1467,99.40476190476191,80.42328042328042,-18.981481481481495,18.981481481481495,28.36845956824003,-1.9,49230.0
49-3091,Bicycle Repairers,0.13125,0.0,8.333333333333332,27.24867724867725,18.915343915343918,18.915343915343918,79.44566410537871,-5.7,42780.0
49-9045,"Refractory Materials Repairers, Except Brickmasons",0.131297619047619,0.0,8.452380952380953,27.24867724867725,18.796296296296298,18.796296296296298,39.05854372484449,-13.7,61290.0
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0.2695,0.0494,48.035714285714285,66.7989417989418,18.763227513227513,18.763227513227513,37.43724844493231,-5.6,65380.0
25-1042,"Biological Science Teachers, Postsecondary",0.3694444444444444,0.2914,72.02380952380952,90.74074074074075,18.71693121693123,18.71693121693123,55.36626417855835,7.3,84620.0
17-3026,Industrial Engineering Technologists and Technicians | Nanotechnology Engineering Technologists and Technicians,0.256,0.0,45.89285714285714,27.24867724867725,-18.64417989417989,18.64417989417989,41.08799853640687,3.1,66120.0
53-6041,Traffic Technicians,0.256,0.0,45.89285714285714,27.24867724867725,-18.64417989417989,18.64417989417989,48.9180387852177,4.0,59090.0
19-4092,Forensic Science Technicians,0.256,0.0,45.89285714285714,27.24867724867725,-18.64417989417989,18.64417989417989,66.47639956092206,13.3,72060.0
33-2022,Forest Fire Inspectors and Prevention Specialists,0.256,0.0,45.89285714285714,27.24867724867725,-18.64417989417989,18.64417989417989,84.44529820709842,13.1,56870.0
19-4051,Nuclear Technicians | Nuclear Monitoring Technicians,0.256,0.0,45.89285714285714,27.24867724867725,-18.64417989417989,18.64417989417989,53.54006586169045,1.1,110240.0
53-7031,Dredge Operators,0.1314285714285714,0.0,8.75,27.24867724867725,18.49867724867725,18.49867724867725,47.52982070984267,0.7,49640.0
47-2072,Pile Driver Operators,0.1314285714285714,0.0,8.75,27.24867724867725,18.49867724867725,18.49867724867725,65.85473838272961,-5.7,73300.0
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",0.1314285714285714,0.0,8.75,27.24867724867725,18.49867724867725,18.49867724867725,39.15221368459569,-0.9,53340.0
47-2073,Operating Engineers and Other Construction Equipment Operators,0.1314285714285714,0.0,8.75,27.24867724867725,18.49867724867725,18.49867724867725,76.73362605195754,4.6,59850.0
27-3011,Broadcast Announcers and Radio Disc Jockeys,0.4725,0.0634,88.1547619047619,69.70899470899471,-18.44576719576719,18.44576719576719,55.47164288327845,-7.6,47340.0
29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other | Naturopathic Physicians | Orthoptists",0.2297123015873015,0.0222,40.05952380952381,58.46560846560847,18.40608465608466,18.40608465608466,63.80168313208927,5.5,115210.0
35-3041,"Food Servers, Nonrestaurant",0.2526071428571428,0.0,45.476190476190474,27.24867724867725,-18.227513227513224,18.227513227513224,47.24881083058909,4.5,35360.0
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",0.1332142857142857,0.0,9.107142857142856,27.24867724867725,18.141534391534393,18.141534391534393,57.32162458836443,3.9,46340.0
29-1151,Nurse Anesthetists,0.252,0.0,45.23809523809524,27.24867724867725,-17.98941798941799,17.98941798941799,84.7061836809367,9.7,236590.0
51-4071,Foundry Mold and Coremakers,0.1337142857142857,0.0,9.285714285714286,27.24867724867725,17.962962962962962,17.962962962962962,43.77131357482621,-23.0,48110.0
13-1131,Fundraisers,0.426,0.0466,83.75,65.87301587301587,-17.876984126984127,17.876984126984127,52.01170874496891,5.5,72550.0
27-4032,Film and Video Editors,0.3651428571428571,0.2234,68.33333333333333,86.11111111111111,17.777777777777786,17.777777777777786,30.13574826198317,3.7,75420.0
53-7081,Refuse and Recyclable Material Collectors,0.1365625,0.0,9.523809523809524,27.24867724867725,17.724867724867728,17.724867724867728,32.32089279180388,2.1,49690.0
47-2121,Glaziers,0.136875,0.0,9.642857142857144,27.24867724867725,17.605820105820108,17.605820105820108,62.51555067691182,1.9,57080.0
19-1042,"Medical Scientists, Except Epidemiologists",0.396875,0.0381,80.47619047619048,62.96296296296296,-17.51322751322752,17.51322751322752,49.043175997072815,12.6,103410.0
35-1011,Chefs and Head Cooks,0.2505,0.0,44.761904761904766,27.24867724867725,-17.513227513227516,17.513227513227516,63.25612879619466,6.6,62470.0
29-1216,General Internal Medicine Physicians,0.286590909090909,0.084,56.07142857142857,73.54497354497354,17.473544973544975,17.473544973544975,69.15843395536041,4.0,256560.0
33-3012,Correctional Officers and Jailers,0.1375,0.0,9.821428571428571,27.24867724867725,17.427248677248677,17.427248677248677,75.25173801683133,-7.4,58940.0
11-2022,Sales Managers,0.4121875,0.0433,82.20238095238095,64.81481481481481,-17.38756613756614,17.38756613756614,57.20490303695573,4.5,148270.0
51-5112,Printing Press Operators,0.2494444444444444,0.0,44.52380952380952,27.24867724867725,-17.27513227513227,17.27513227513227,59.08196121478229,-8.7,45780.0
41-9012,Models,0.248,0.0,44.404761904761905,27.24867724867725,-17.156084656084655,17.156084656084655,19.34028540065861,-2.1,48470.0
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.1392633928571428,0.0,10.119047619047619,27.24867724867725,17.129629629629633,17.129629629629633,41.01024515184779,0.4,44810.0
49-2091,Avionics Technicians,0.2475,0.0,44.285714285714285,27.24867724867725,-17.037037037037035,17.037037037037035,39.53274789608489,9.4,82280.0
33-3052,Transit and Railroad Police,0.139375,0.0,10.238095238095237,27.24867724867725,17.010582010582013,17.010582010582013,79.9546286132455,3.2,90230.0
25-1081,"Education Teachers, Postsecondary",0.3694444444444444,0.2621,72.02380952380952,89.02116402116403,16.997354497354507,16.997354497354507,52.88913282107575,2.5,75350.0
49-9063,Musical Instrument Repairers and Tuners,0.1403181818181818,0.0,10.357142857142858,27.24867724867725,16.891534391534393,16.891534391534393,46.05598243688255,1.9,46420.0
43-4011,Brokerage Clerks,0.6395000000000001,0.1744,99.40476190476191,82.53968253968253,-16.86507936507938,16.86507936507938,40.943651664837176,-7.6,65750.0
51-8099,"Plant and System Operators, All Other | Biofuels Processing Technicians",0.2459875,0.0,44.047619047619044,27.24867724867725,-16.798941798941794,16.798941798941794,70.29125503110134,2.3,62470.0
27-1011,Art Directors,0.3651428571428571,0.2098,68.33333333333333,85.11904761904762,16.785714285714292,16.785714285714292,37.30113428466886,4.2,114850.0
13-2041,Credit Analysts,0.6180555555555556,0.1685,98.75,82.01058201058201,-16.739417989417987,16.739417989417987,24.106842297841204,-4.3,83510.0
39-9031,Exercise Trainers and Group Fitness Instructors,0.2458333333333333,0.0,43.86904761904762,27.24867724867725,-16.62037037037037,16.62037037037037,55.363702890596414,7.3,47160.0
39-2011,Animal Trainers,0.1407222222222222,0.0,10.654761904761905,27.24867724867725,16.593915343915345,16.593915343915345,61.62495426271497,4.2,39990.0
